id,created_at,text,location,city
T2015_01344,2015-04-25T07,Japan has floating solar power plants in Hyogo Prefecture  #floatingsolarpowerplants  Kyocera is in the news this... [URL],"Frankfurt, Germany",Frankfurt
T2016_03056,2016-09-27T15,#IBC Solar verkauft PV-Projektpipeline in Japan - 90 Mio Euro für 37 MW hört sich erstmal verlockend an :) #solar,"Frankfurt, Germany",Frankfurt
T2021_00959,2021-05-26T13,"@[REDACTED] bildet Joint Venture mit eLstar Dynamics um #autonome #smarte Fenster mit eigener #Stromersorgung zu entwickeln, die #integrierte #Energieerzeugung and #Beleuchtungssteuerung ermöglichen#solar #pv #esg #investing #sustainability #cleanenergy","Frankfurt, Germany",Frankfurt
T2022_01239,2022-12-16T08,Berlin-based unicorn Enpal closes €855 million in debt funding to accelerate the  adoption of solar energy#startup #energy #VentureCapital #TechNews #innovation #Berlin #Germany,"Frankfurt, Germany",Frankfurt
T2013_02665,2013-09-26T09,"USA: Georgia Public Service Commission Expands Use of Solar Energy: (LEXEGESE) - On 11 July 2013, the Georgia ... [URL]","Frankfurt, Germany",Frankfurt
T2021_02136,2021-12-16T08,"""The Catalan government found that with the budget of EUR19 billion used for the construction of the new nuclear Flamanville 3 in France, they could invest in photovoltaic solar energy generating 5 times more electricity and have it in 1/4 of the time""","Frankfurt, Germany",Frankfurt
T2021_00288,2021-02-15T12,#Vietnam has kickstarted a #solar revolution in just 2 years:  #solarpower via @[REDACTED]   @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED]   #climatecrisis #renewables #Sustainability #energy #GreenNewDeal #ActOnClimate #CSR #tech,"Frankfurt, Germany",Frankfurt
T2020_00526,2020-03-31T19,"Adaptive Solar Facade by @[REDACTED] combining recent developments in architecture, energy technologies and robotics#faapBuilding A video shows more about it","Frankfurt, Germany",Frankfurt
T2018_00730,2018-03-01T16,Another compelling reason that sets us apart from the competition:  The KWH coin is backed by real renewable energy output generated and distributed as part of actual work. Learn more:#WednesdayWisdom #sustainable #renewable #solar #energy #market #ICO,"Frankfurt, Germany",Frankfurt
T2017_02393,2017-08-04T07,New EV 'Sion' draws power from central electric grid AND from the 330 solar cells on its surfacevia @[REDACTED],"Frankfurt, Germany",Frankfurt
T2013_00903,2013-03-27T19,"300,000 mirrors: World's largest thermal solar plant (377MW) under construction in the Mojave : TreeHugger [URL]","Frankfurt, Germany",Frankfurt
T2022_01071,2022-10-26T17,Berlin-based ecoligo raises 10 m € in Series A funding for their Solar-as-a-Service offering#renewableenergy #Germany #innovation #TechNews #energy,"Frankfurt, Germany",Frankfurt
T2019_01699,2019-08-30T19,"Every year, governments worldwide spend $425B subsidizing fossil fuels, 5x more than they spend on #renewableenergy:by @[REDACTED]   Isn’t it time to stop funding the problem?  #ActOnClimate #climate #energy #solar #wind #renewables #GreenNewDeal","Frankfurt, Germany",Frankfurt
T2022_01069,2022-10-26T15,Solar power stations in space will have access to continuous sunlight :sun:@[REDACTED]   #Sustainability #ESG #SDGs #solarpower #renewables #innovation #tech #GreenEnergy   @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED]  @[REDACTED] @[REDACTED] @[REDACTED],"Frankfurt, Germany",Frankfurt
T2021_01693,2021-09-16T11,Jinko Solar has again achieved a new record level of efficiency for its n-type TOPCon cell.  Have you already installed Jinko solar modules on your roofs and are you satisfied?  #solarpower #SOLAR #solarenergy,"Frankfurt, Germany",Frankfurt
T2020_02121,2020-10-28T13,"Today, #Solar power is generating the cheapest #energy in history via @[REDACTED]  MT @[REDACTED]   cc @[REDACTED] @[REDACTED] @[REDACTED]  @[REDACTED] @[REDACTED] @[REDACTED]   #Sustainability #GreenNewDeal #ActOnClimate #SDGs #solarenergy #renewableenergy","Frankfurt, Germany",Frankfurt
T2019_00995,2019-05-23T07,"""#NSGGroup and @[REDACTED] to jointly develop transparent #solarwindows"" #energy #solarenergy #windows #photovoltaics #BIPV","Frankfurt, Germany",Frankfurt
T2020_00907,2020-05-28T12,"Watch the #EnergyMarkets interview with Jan Fousek, Chairman of the Supervisory Board of Solar Association of Czech Republic, where he discusses the recent subsidy cuts for existing #solar #power plants in the Czech Republic and the consequences of this.","Frankfurt, Germany",Frankfurt
T2018_03299,2018-11-28T20,NYSERDA’s Municipal Solar Procurement Toolkit Promotes The Development Of Solar Projects On Brownfields And Landfills:,"Frankfurt, Germany",Frankfurt
T2015_01413,2015-05-02T12,Renters often can’t #GoSolar since they don’t own their homes. But community and shared #solar programs are... [URL],"Frankfurt, Germany",Frankfurt
T2015_00727,2015-03-10T08,A solar-powered plane is making a historic first attempt to fly around the world without a drop of fossil fuel. [URL],"Frankfurt, Germany",Frankfurt
T2020_00253,2020-02-10T07,$CPV ClearVue hits its straps as world embraces green energy @[REDACTED] #PV #solar #green #energy #sustainability,"Frankfurt, Germany",Frankfurt
T2019_00689,2019-04-01T11,"The Smart Hubs Demonstrator project manages the integration of #solar, #EV charging and vehicle to grid (V2G) systems - via @[REDACTED]","Frankfurt, Germany",Frankfurt
T2015_01128,2015-04-09T15,Want to buy your power direct from local wind and solar? Sign the petition to help make it possible! [URL],"Frankfurt, Germany",Frankfurt
T2022_00307,2022-03-16T11,".@[REDACTED] totally lost the plot over Russia,  Ukraine and Nato, calling Germany's decision to invest €100bn into defense a ""mistake"" and calls for ""peace investments"" into green energy. They do not elaborate how wind farms and solar panels will stop Russian tanks.","Frankfurt, Germany",Frankfurt
T2017_00631,2017-03-07T08,"By converting heat to focused beams of light, a new solar device could create cheap and continuous power -","Frankfurt, Germany",Frankfurt
T2018_03437,2018-12-15T19,Sustainable transformer oil solutions for renewable energy plants - the perfect match! A lot of focus in solar is on modules and inverters - the transformer is often neglected!,"Frankfurt, Germany",Frankfurt
T2015_01168,2015-04-13T11,"""@[REDACTED]: These solar-powered 3D printers may have the potential to revolutionise disaster relief. [URL] http:/","Frankfurt, Germany",Frankfurt
T2021_01406,2021-08-02T08,New inverter series for commercial and industrial solar installers with modular design in several variants from Solar Edge  #SOLAR #solarenergy #solarpower   More about this in the following article:,"Frankfurt, Germany",Frankfurt
T2015_00761,2015-03-13T06,Nothing is impossible: solar-powered plane circumnavigates the globe! #invent #sustainbility [URL] [URL],"Frankfurt, Germany",Frankfurt
T2017_03308,2017-10-13T07,"Dutch :Netherlands: students @[REDACTED] from @[REDACTED] win 3,000 km solar-powered car race in Australia for 7th time","Frankfurt, Germany",Frankfurt
T2020_00381,2020-03-04T14,"The four-year deal was signed with international #solar investor Enfindus, which plans to finance, build and operate the PV systems and offer corporate PPAs to rooftop owners. #EnlitEurope","Frankfurt, Germany",Frankfurt
T2015_00647,2015-03-03T15,#Solar #energy could displace #fossilfuels to become dominant #electricity source in next 15 yrs [URL],"Frankfurt, Germany",Frankfurt
T2022_01067,2022-10-26T05,Solar power stations in space will have access to continuous sunlight :sun:@[REDACTED]   #Sustainability #ESG #SDGs #solarpower #renewables #innovation #tech #GreenEnergy   @[REDACTED]  @[REDACTED]  @[REDACTED]  @[REDACTED]  @[REDACTED]  @[REDACTED],"Frankfurt, Germany",Frankfurt
T2014_03592,2014-12-16T13,Photo: sunshinychick: futurescope: Solar energy that doesn’t block the view A team of researchers at... [URL],"Frankfurt, Germany",Frankfurt
T2020_00696,2020-04-27T20,Japan Renewable Alert 45: Stricter Examination on the Transfer of FIT Projects and Solar Projects Including Detached Land Plots:,"Frankfurt, Germany",Frankfurt
T2015_03657,2015-12-14T02,facepalm! » He said the solar farms would suck up all the energy from the sun and businesses would not come 2 Woodland,"Frankfurt, Germany",Frankfurt
T2015_01595,2015-05-15T18,This looks pretty neat -greater-than @[REDACTED]. Building solar power where it's needed most and earning yourself a buck too!,"Frankfurt, Germany",Frankfurt
T2022_01046,2022-10-20T07,Berlin-based @[REDACTED] raises 10 m € in Series A funding for their Solar-as-a-Service offering#renewableenergy #Germany #innovation #TechNews #energy,"Frankfurt, Germany",Frankfurt
T2013_03140,2013-11-16T04,"""@[REDACTED]: Most of the world’s solar panels are facing the wrong direction: [URL] ping @[REDACTED]","Frankfurt, Germany",Frankfurt
T2022_00468,2022-04-27T10,"Thales is deploying a revolutionary new radar station in Chile that is 100% powered by sustainable solar energy. Located in Calama, in the Atacama Desert, the first of its kind radar system leverages 330 solar panels. @[REDACTED] #ATM #ATC #Aviation","Frankfurt, Germany",Frankfurt
T2020_00947,2020-06-03T14,"Watch the #EnergyMarkets interview with Jan Fousek, Chairman of the Supervisory Board of Solar Association, Czech Republic, where he discusses the recent subsidy cuts for existing #solar #power plants in the Czech Republic and the consequences of this.","Frankfurt, Germany",Frankfurt
T2013_00003,2013-01-02T08,"Int'l Press Reveiw: U.K. Says Solar Power Crucial to Meeting Renewable-Energy Goals: (Bloomberg) - The U.K., whi... [URL]","Frankfurt, Germany",Frankfurt
T2013_01009,2013-04-08T17,Virus-sized nanowires inspired by forests used to create incredibly efficient solar panels: Fores... [URL] (via @[REDACTED] ),"Frankfurt, Germany",Frankfurt
T2019_01547,2019-08-06T18,"„Batteries co-located with solar or wind projects are starting to compete, in many markets and without subsidy, with coal- and gas-fired generation for the provision of ‘dispatchable power’ that can be delivered whenever the grid needs it“","Frankfurt, Germany",Frankfurt
T2013_02184,2013-08-07T09,"A good take on ""Why large players like BP, Shell and Siemens failed (so far) in photovoltaics"" [URL] #solar #pv","Frankfurt, Germany",Frankfurt
T2021_01517,2021-08-18T18,This #robot :robot: patrols to clean up beaches :desert_island: BeBot is a beach cleaning robot that runs on a mix of #solar and battery power being 100% electric  #gigadgets #beachclean #robots #solarpower   @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED],"Frankfurt, Germany",Frankfurt
T2019_02494,2019-12-19T09,$CPV unterzeichnet Erstausrüster-Fertigungsabkommen mit YY Windows #solar #pv #smartcities #sustainability #glass #energy @[REDACTED] -,"Frankfurt, Germany",Frankfurt
T2015_01781,2015-06-02T08,"US Solar Power Boomed Over The Past 10 Years  From the end of 2004 through the end of 2014, the deployment of... [URL]","Frankfurt, Germany",Frankfurt
T2016_00929,2016-03-22T18,It can be the largest solar farm! Giant Solar Farm Seeks Backers to Deliver 24-Hour Power in Chile@JavieraQuiroga,"Frankfurt, Germany",Frankfurt
T2016_02334,2016-07-28T08,"Nigerians, see the solar powered bus made in Uganda.. Meanwhile, we want to start producing pencils in 2yrs time :grinning_face_with_big_eyes::sad_but_relieved_face:.","Frankfurt, Germany",Frankfurt
T2016_03384,2016-10-21T12,14 Navy and Marine Corps installations will meet 1/3 of their electricity needs from #solar panels in #Arizona desert,"Frankfurt, Germany",Frankfurt
T2015_03131,2015-09-25T11,"CHORUS Clean Energy revives its IPO, bookbuild opens today; read our updates @[REDACTED] @[REDACTED] #ECM #Germany #wind #solar #energy","Frankfurt, Germany",Frankfurt
T2017_00695,2017-03-15T09,World Consumers Day 2017 - Your rights and warranties for hybrid #Solar Systems (#PVT) of POWER KOMBI MODULE GmbH:,"Frankfurt, Germany",Frankfurt
T2019_00411,2019-02-19T11,This peer-to-peer #EnergyTrading platform uses #electricity from rooftop solar installation and soon these London customers will be trading power amongst themselves @[REDACTED] - via @[REDACTED],"Frankfurt, Germany",Frankfurt
T2013_01610,2013-06-04T15,Nivea created a Solar Powered iPhone Charger Print Ad. Why can't you can buy this everywhere? What did the ad cost? [URL],"Frankfurt, Germany",Frankfurt
T2018_02128,2018-07-26T20,Ideas are worthless. Execution is everything! The best #SOLAR Cloud Mining Farm with lowest electricity cost!  We would like to say one big THANK YOU for your confidence!#crypto #cloudmining #bitcoin #bitcoinmining #cryptocurrency #miningrigs #miningfarm,"Frankfurt, Germany",Frankfurt
T2017_01022,2017-04-17T08,"Stunning drops in solar and wind costs turn global power market upside down. #UnitedNations, @[REDACTED]","Frankfurt, Germany",Frankfurt
T2013_01462,2013-05-21T08,Help make it happen for 'SunWater: Affordable Solar Powered Pumps for Poor Farmers' [URL] #indiegogo via @[REDACTED],"Frankfurt, Germany",Frankfurt
T2020_00668,2020-04-21T17,Breaking Update for Solar Project Developers and Ongoing Solar Projects: New Jersey BPU Announces April 30 Closing Date for Current Solar Renewable Energy Certificate Program:,"Frankfurt, Germany",Frankfurt
T2013_03234,2013-11-26T14,#Climatefinance in motion: Uzbekistan building largest #solar plant in Central Asia with @[REDACTED] $110 m loan [URL],"Frankfurt, Germany",Frankfurt
T2014_03052,2014-10-31T23,@[REDACTED]: Germany's backyard windmillsandsolar panels might b future o sustainable energy [URL] [URL],"Frankfurt, Germany",Frankfurt
T2017_01170,2017-05-03T08,Integrating intermittent #renewable #energy - or 'the Californian #solar panel duck' by @[REDACTED] @[REDACTED],"Frankfurt, Germany",Frankfurt
T2014_00938,2014-04-10T13,#Morocco becomes promising market for #wind and #solar power: already much international and private capital investment. [URL],"Frankfurt, Germany",Frankfurt
T2015_02298,2015-07-18T14,That is so cool MT @[REDACTED] Masai women are leading a solar revolution [URL] #RenewableEnergy [URL],"Frankfurt, Germany",Frankfurt
T2020_00862,2020-05-20T13,"Solmatch, launched by @[REDACTED], is the first large #solar community solution in Spain, which allows homeowners to host and provide #power to consumers within their local community. #EnlitEurope","Frankfurt, Germany",Frankfurt
T2019_02472,2019-12-16T11,SolarPower Europe @[REDACTED] first EU Market Outlook for #SolarPower shows that 2019 was one of the best solar years on record for the EU and the best since 2010 for the EU-28 - via @[REDACTED],"Frankfurt, Germany",Frankfurt
T2019_01944,2019-09-30T14,"$CPV CLEARVUE TECHNOLOGIES LIMITED NEWS: Markt-Update: Zertifizierungen in den USA, Gewächshausbetrieb, Mini-Homes, PV-Modulgrößen #solar #pv #green #energy #sustainability @[REDACTED] -","Frankfurt, Germany",Frankfurt
T2019_00235,2019-01-28T08,"SUSI Partners signed an agreement with Free Energia to finance LED street lighting, rooftop solar PV, and combined heat and power plants projects, which will reduce carbon emissions of up to 5,000 tonnes/year - via @[REDACTED]","Frankfurt, Germany",Frankfurt
T2022_01273,2022-12-30T19,Solar power stations in space will have access to continuous sunlight :sun:   :backhand_index_pointing_right:@[REDACTED]   #solarenergy #renewables #innovation #tech #CES2023 #Sustainability #ESG #SDGs #GreenEnergy #space   @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED],"Frankfurt, Germany",Frankfurt
T2021_00336,2021-02-27T20,Would You Drive a Solar-Powered Car?   #SelfDriving #Driverless #AutonomousVehicles #SelfDrivingCars #electriccars #ElectricVehicles #autonomousdriving #Automotive #selfDrivingCar #renewables#Flipboard10forToday via @[REDACTED],"Frankfurt, Germany",Frankfurt
T2018_02760,2018-09-29T06,"Leaving Portugal to #Ethiopia on Tuesday, lots of work on the farm and on HR development, training of staff and installation of a small solar unit.","Frankfurt, Germany",Frankfurt
T2020_01441,2020-08-09T17,"South Korea :South_Korea: built this bike lane covered by #solar panels. Cyclists are isolated from traffic, protected from the sun, and produces #cleanenergy at the same time! MT @[REDACTED]   @[REDACTED] @[REDACTED]    #ActOnClimate #Climate #energy #GreenNewDeal #Sustainability #SDGs","Frankfurt, Germany",Frankfurt
T2020_01484,2020-08-13T10,Germany multinational #energy company @[REDACTED] has announced its plan to acquire a European onshore #wind and #solar development platform from Nordex SE | #EnlitEurope |,"Frankfurt, Germany",Frankfurt
T2013_01059,2013-04-12T16,"I´m so naive.... Automower for the garden, even as solar hybrid [URL] via @[REDACTED] #want #gadget #garden #solar","Stuttgart, Germany",Stuttgart
T2014_01020,2014-04-20T11,"Pakistan Turns to Solar Energy to Combat Energy Crisis: Hoping to attract investors, and reduce the power shor... [URL]","Stuttgart, Germany",Stuttgart
T2014_00747,2014-03-25T10,"Solar energy now same price as conventional power in Germany, Italy, Spain - report: Solar energy now costs th... [URL]","Stuttgart, Germany",Stuttgart
T2020_00597,2020-04-12T07,Impact of COVID-19 on European solar sector and steps to a green recoveryvia @[REDACTED] @[REDACTED],"Stuttgart, Germany",Stuttgart
T2019_01794,2019-09-11T15,"Thin Film Solar Panels module Industry [PHONE]: Market Size, Share, Emerging Trends, Demand, Revenue and:","Stuttgart, Germany",Stuttgart
T2022_00599,2022-05-20T07,"zeitung_energie ""Verbände fordern Nachbesserungen am EEG-Entwurf für PV: Sieben Verbände appellieren an die Mitglieder des Bundestags und an die Bundesregierung, das Solar-Beschleunigungspaket nachzubessern.#energiemanagement #energie #energiewirtschaft""","Stuttgart, Germany",Stuttgart
T2015_00082,2015-01-09T15,Join me and vote Stella Solar Powered Car for the Best Technology Achievement Crunchie! [URL] #crunchies,"Stuttgart, Germany",Stuttgart
T2019_01755,2019-09-08T08,"Thin Film Solar Panels Market 2019 Size, Share, Growth, Top Industry Players, Regional Demand, and Application:","Stuttgart, Germany",Stuttgart
T2019_01040,2019-05-31T05,"Residential Solar Energy Storage Market Strong Growth By 2028 | Successive Key Players - Tesla, Aquion Energy,:","Stuttgart, Germany",Stuttgart
T2016_01832,2016-06-13T13,IBC SOLAR delivers very large self-consumption photovoltaic rooftop system for a customer in The Netherlands:,"Stuttgart, Germany",Stuttgart
T2019_01749,2019-09-06T20,"Flexible Solar Panels Market 2019 Size, Share, Industry Growth, Trend, Regional Demand, Key Players and 2025:","Stuttgart, Germany",Stuttgart
T2016_03175,2016-10-05T20,Casio G Shock GST-W100D-1A4ER Solar Power Radio Controlled Watch:  $204.06End Date: Saturday Oct-[PHONE]:03...,"Stuttgart, Germany",Stuttgart
T2015_03378,2015-11-18T23,Seiko Core Solar Powered Stainless Steel Men's Chronograph Watch SSC305:  $179.99End Date: Friday Dec-18-2015 ...,"Stuttgart, Germany",Stuttgart
T2017_03332,2017-10-14T10,#Austria’s biggest Citizens #PV plant with locally produced #solar #panelsvia @[REDACTED] @[REDACTED],"Stuttgart, Germany",Stuttgart
T2019_01916,2019-09-25T11,Next Big Thing | Solar PV Glass Industry Has Abilities To Raise As The Most Significant Market Worldwide:,"Stuttgart, Germany",Stuttgart
T2019_01773,2019-09-10T06,"Solar Energy Glass Market 2019 Key Manufacturers, Trends, Share, Sales, Statistics, Growth and 2024 Forecast:","Stuttgart, Germany",Stuttgart
T2016_01032,2016-03-31T22,"Casio GWM500A-1V, G-Shock, Atomic, Solar Powered Watch, Black Resin Band:  $69.99End Date: Saturday Apr-30-201...","Stuttgart, Germany",Stuttgart
T2013_03023,2013-11-02T08,Energy Department Opens Competition to Select Student Teams for Solar Decathlon 2015 [URL] via @[REDACTED],"Stuttgart, Germany",Stuttgart
T2016_02113,2016-07-10T20,Seiko Solar Powered Chronograph Diver's Men's Watch SSC017 SSC017P1:  $185.00End Date: Sunday Jul-[PHONE]:...,"Stuttgart, Germany",Stuttgart
T2019_00177,2019-01-21T19,EU Member States confirm support for small-scale #solar installationsvia @[REDACTED] #smallisbeautyful,"Stuttgart, Germany",Stuttgart
T2013_00064,2013-01-08T17,"#2013CES begins – Today #Bosch will host demos of our innovations in power tools, thermotechnology, solar, security and healthcare. /mh","Stuttgart, Germany",Stuttgart
T2017_02088,2017-07-13T13,#Porsche assists German team @[REDACTED] in the toughest race for solar-powered vehicles @[REDACTED]. More:,"Stuttgart, Germany",Stuttgart
T2022_00454,2022-04-26T08,Shading California’s canals with solar panels can generate substantial amounts of electricity. About half of the new sources the state needs to add to meet its #cleanelectricity goals: 60% from carbon-free sources by 2030 and 100% renewable by 2045. #netzero,"Stuttgart, Germany",Stuttgart
T2017_00666,2017-03-12T16,:magnifying_glass_tilted_left: BayWa r.e. Solar Energy Systems GmbH sucht Lagermitarbeiter/-in :magnifying_glass_tilted_right: #Jobs #Tübingen,"Stuttgart, Germany",Stuttgart
T2015_03391,2015-11-20T07,Seiko Men's Black Stainless Steel Solar Power Black dial SNE247P1:  $244.72End Date: Saturday Dec-[PHONE]:1...,"Stuttgart, Germany",Stuttgart
T2016_02417,2016-08-04T12,Phoenix Solar awarded EPC contract for 19.6 MW PV single axis tracking plant in Texas – part of a hybrid sola...,"Stuttgart, Germany",Stuttgart
T2016_02255,2016-07-21T06,"“Create stunning solar roofs with seamlessly integrated battery storage” – Tesla Master Plan, Part Deux#automotive","Stuttgart, Germany",Stuttgart
T2019_01404,2019-07-16T08,"Global Solar Battery Market 2019 - East Penn Manufacturing(US), Exide Technologies(US), GS Yuasa(JP),:","Stuttgart, Germany",Stuttgart
T2019_00937,2019-05-15T06,pv Guided Tour at #intersolarEU on heating and cooling with #solarpower: Last chance to sign upvia @[REDACTED],"Stuttgart, Germany",Stuttgart
T2022_00672,2022-06-13T09,greater-than systemctl disable mining.service  My solar powered X 3060 Ti earned 0.759 Eth over 1.5 years  now I can finally get to playing games with it! (maybe Cyberpunk is patched enough already?),"Stuttgart, Germany",Stuttgart
T2022_00632,2022-05-26T18,"A new #Bitcoin mining facility using #Tesla solar and #MegaPacks hinders the ""acceleration of the advent of sustainable energy"", because the mere computing of #BTC bits+bytes to finally be only stored on some computer disk still is a huge waste of energy","Stuttgart, Germany",Stuttgart
T2014_01988,2014-08-07T09,"Solar Powered Volkswagen e-Golf Lands On US Shores with Bosch home charging station installation and servicing,  [URL]","Stuttgart, Germany",Stuttgart
T2018_02936,2018-10-18T16,New solar panels for the @[REDACTED] / @[REDACTED] @[REDACTED] arrived on 18 October 2000 at the ESTEC facility in the Netherlands. They passed their test and were attached to the telescope on a later servicing mission. #tbt #throwbackthursday #otd,"Stuttgart, Germany",Stuttgart
T2015_02715,2015-08-22T01,Casio Solar Power Mens Analog Digital Watch AQ-S810W-1AV Alarm Black Dial White:  $45.00End Date: Sunday Sep-2... [URL],"Stuttgart, Germany",Stuttgart
T2019_01942,2019-09-30T07,"Global Solar PV Back Sheet Market  -Product Type-Independent Photovoltaic System, Grid Photovoltaic (Pv):","Stuttgart, Germany",Stuttgart
T2015_03390,2015-11-20T01,SEIKO Men Alarm Chronograph Solar Powered Stainless Steel SSC305 Blue Dial NEW:  $179.00End Date: Sunday Nov-2...,"Stuttgart, Germany",Stuttgart
T2021_01205,2021-07-04T22,"Want a cool solar powered super efficient car with up to 1600km range?If you'ld like 30% off for your aptera reservation, use this referral code:","Stuttgart, Germany",Stuttgart
T2014_00447,2014-02-19T11,11 billion dollar for solar and wind projects for Morocco #respect  =greater-than المغرب الثاني عالميا بعد أميركا في جاذبية استثمارات الطاقات المتجددة,"Stuttgart, Germany",Stuttgart
T2016_01617,2016-05-23T20,SEIKO Men's Solar Powered Chronograph Watch Recraft SSC385 Black Silicon Strap:  $169.00End Date: Thursday Ju...,"Stuttgart, Germany",Stuttgart
T2016_03762,2016-11-29T07,Solar Power Europe: 35 percent renewables possible until 2030 – policy priorities for solar and storage:,"Stuttgart, Germany",Stuttgart
T2016_02715,2016-09-01T08,Seiko Men's SNE329 Sport Solar-Powered Stainless Steel Watch with Blue Nylon ...:  $156.95End Date: Saturday ...,"Stuttgart, Germany",Stuttgart
T2020_01008,2020-06-11T07,"Global Crystalline Silicon PV Cells Market 2020 Positively Rising Sales Growth | Yingli, Sharp, JA Solar:","Stuttgart, Germany",Stuttgart
T2016_00809,2016-03-13T16,"#Intel shows solar powered,  smart #vineyard (with real Mosel grapes) which communicates  all #data about growth and quality #CeBIT2016","Stuttgart, Germany",Stuttgart
T2021_01368,2021-07-27T08,"Institute for Solar Energy Systems @[REDACTED] is in the #fcell #tradefair - Join us in #Stuttgart by purchasing your ticketIn #HydrogenTechnologies, ISE offers RandD services addressing the generation, conversion and further thermo-chemical processing","Stuttgart, Germany",Stuttgart
T2020_00218,2020-02-03T15,"zeitung_energie ""Stern der EU am PV-Himmel sinkt weiter: Druck aus dem eigenen Haus: Experten der EU mahnen, der „Green Deal“-Kurs von Kommissionschefin Ursula von der Leyen sei nur mit einem drastischen Ausbau der Solar-Energie zu halten.","Stuttgart, Germany",Stuttgart
T2014_00951,2014-04-13T03,Rural schools: Solar power project put on the backburner:            ISLAMABAD:  A glimmer of hope that... [URL],"Stuttgart, Germany",Stuttgart
T2015_01265,2015-04-19T20,"I do like this design: Street Lighting in Barcelona powered by windandsolar, including battery... @[REDACTED] [URL]","Stuttgart, Germany",Stuttgart
T2022_00500,2022-05-02T17,"The editors of @[REDACTED] and @[REDACTED] will again report live from #TheSmarterE in Munich. @[REDACTED] is presenting their new solutions for #storage, #EVcharging and commercial #solar. Our LIVE streaming will start at 11 am. Program","Stuttgart, Germany",Stuttgart
T2016_02977,2016-09-21T09,Seiko SNE327  Solar Core Black Dial Stainless Steel Men's Watch Solar Powered:  $133.99End Date: Monday Sep-2...,"Stuttgart, Germany",Stuttgart
T2016_01977,2016-06-27T15,Men Seiko Alarm Chronograph Solar Powered  SSC009P1 Watch Pilot:  $328.99End Date: Wednesday Jul-[PHONE]:57...,"Stuttgart, Germany",Stuttgart
T2016_01945,2016-06-22T22,Innovations from Munich: LG Solar and SolarEdge are the winning teams of Intersolar Award in PV this year:,"Stuttgart, Germany",Stuttgart
T2022_00473,2022-04-28T07,Ice-Watch – ICE solar power Rock Mesh – Schwarze Herren/Unisexuhr mit Silikonarmband – 018392 (Medium),"Stuttgart, Germany",Stuttgart
T2015_01862,2015-06-11T00,casio wave ceptor atomic timekeeping/solar powered:  $30.00End Date: Friday Jul-[PHONE]:04:28 PDTBuy It Now... [URL],"Stuttgart, Germany",Stuttgart
T2014_00366,2014-02-11T15,"""Ultra Mega Solar Power Plant"": #Indien baut weltgrößte #Solaranlage #PV 4000 MW #Solar [URL] via @[REDACTED]","Stuttgart, Germany",Stuttgart
T2014_00654,2014-03-12T20,Now Visit Best Buy to Rent a Solar System for Your Home: If you’ve ever considered adding solar power to your ... [URL],"Stuttgart, Germany",Stuttgart
T2016_00340,2016-02-02T21,Seiko Two Tone Stainless Steel Solar Powered V158-OADO Men's Watch:  $49.99End Date: Thursday Mar-[PHONE]:55...,"Stuttgart, Germany",Stuttgart
T2016_03294,2016-10-14T10,"When installing solar storage units, being a trained and certified technician is clearly an advantage:","Stuttgart, Germany",Stuttgart
T2020_00946,2020-06-03T08,"Global Solar PV Market 2020 Recovering From Covid-19 Outbreak | Hanwha Q CELLS, Neo Solar Power, Motech:","Stuttgart, Germany",Stuttgart
T2015_02770,2015-08-27T02,NEW Casio G-Shock AWGM100A-1A Solar powered Wrist Watch:  $98.00End Date: Saturday Sep-[PHONE]:48:28 PDTBuy ... [URL],"Stuttgart, Germany",Stuttgart
T2014_00597,2014-03-07T00,A dirty clean energy battle becoming a utility war: Battles between solar backers and power companies are a sk... [URL],"Stuttgart, Germany",Stuttgart
T2017_00630,2017-03-07T07,Virtual Power Plants – #California ’s Latest #solarpower Management System #renewables #greenenergy #climatechange,"Stuttgart, Germany",Stuttgart
T2020_01805,2020-09-21T20,Congrats to Varun that our close collaboration with @[REDACTED] at @[REDACTED] is now published in PNAS! We showed the first solar-battery microswimming without constant light source! @[REDACTED] @[REDACTED],"Stuttgart, Germany",Stuttgart
T2020_01760,2020-09-15T10,"Creation of positive energy blocks involves  use of energy reduction and efficiency measures, local renewables and local storage, as well as peer-to-peer #P2P energy trading. #sustainablefuture #SmartCities #sustainability #altenergy #SOLAR #ecofriendly","Stuttgart, Germany",Stuttgart
T2019_01426,2019-07-18T13,"I just realized a huge flaw in Star Trek :grinning_face_with_smiling_eyes: Any (Voyager) episode, where they are low on power is completely illogical. With a starship, you could just fly to the next sun, place a couple of solar panels on your ship and charge up - for free, as long as you need! :grinning_face_with_smiling_eyes: @[REDACTED]","Stuttgart, Germany",Stuttgart
T2016_03968,2016-12-24T11,:magnifying_glass_tilted_left: BayWa r.e. Solar Energy Systems GmbH sucht Online-Shop Manager (m/w) :magnifying_glass_tilted_right: #Jobs #Tübingen,"Stuttgart, Germany",Stuttgart
T2016_02668,2016-08-27T04,Authentic Casio G-Shock Tough Solar Power Stealth Black Men's Watch GW2310FB-1:  $93.00End Date: Sunday Sep-2...,"Stuttgart, Germany",Stuttgart
